바코드,제조사/유통사,제품명,판매가,사업자등록번호,적립 포인트,인증구분,적립율,시작일,마감일
8801046243961,애경산업(주),그린알로 13kg 용기,19800,113-81-11573,4950,환경표지,0.25,2024-06-01,2024-08-02
8801046395684,애경산업(주),트리오 12kg,29150,,7280,환경표지,0.25,2024-06-01,2025-04-06
8809564060273,에스앤비(SNB),친환경일회용접시SNB-100,200,,30,환경표지,0.15,2024-06-01,2024-12-31
8809564060244,에스앤비(SNB),친환경일회용접시SNB-140,370,,50,환경표지,0.15,2024-06-01,2024-12-31
8809564060220,에스앤비(SNB),친환경일회용접시SNB-180,430,,60,환경표지,0.15,2024-06-01,2024-12-31
8809564065336,에스앤비(SNB),친환경일회용공기SNB-130,450,,60,환경표지,0.15,2024-06-01,2024-12-31
8809564060251,에스앤비(SNB),친환경일회용접시SNB-200,530,,70,환경표지,0.15,2024-06-01,2024-12-31
8809564060268,에스앤비(SNB),친환경일회용접시SNB-230,650,,90,환경표지,0.15,2024-06-01,2024-12-31
8809135642721,에이제이(주),"베베숲 네이처 제로[70매, 캡]",2530,,120,환경성적,0.05,2024-06-01,2024-11-01
8809135624905,에이제이(주),"베베숲 네이처 골드[60매, 캡]",2530,,120,환경성적,0.05,2024-06-01,2024-11-01
8809135624882,에이제이(주),"베베숲 네이처 센시티브[70매, 캡]",2530,,120,환경성적,0.05,2024-06-01,2024-11-01
8809315340175,에코소랑,에코소랑 핸드타올,840,,210,환경표지,0.25,2024-06-01,2025-07-30
8809315340045,에코소랑,에코소랑 점보롤화장지(500m),2125,,530,환경표지,0.25,2024-06-01,2025-07-30
8809315340052,에코소랑,에코소랑 점보롤화장지(300m),38700,6168223691,9670,환경표지,0.25,2024-06-01,2024-07-10
8809428010422,엔씨티(NCT),오투팡 다목적 세정제,33000,220-07-24871,8250,환경표지,0.25,2024-06-01,2025-06-06
8809006690312,영광군농협쌀조합공동사업법인(가공),사계절이사는집.무농약/10kg,30900,,1540,친환경인증농산물,0.05,2024-06-01,2024-06-30
8802268910037,영광군농협쌀조합공동사업법인(가공),사계절이사는집(유기농)/10kg,30900,,1540,친환경인증농산물,0.05,2024-06-01,2024-06-30
8801448179516,영양농협(판매),건고추(친환경/태양초)1.8kg/봉/특/특품,80300,,4010,친환경인증농산물,0.05,2024-06-01,2024-06-30
8801045571362,오뚜기라면 주식회사,진라면 순한맛,950,,40,환경성적,0.05,2024-06-01,2026-08-27
8801045520124,오뚜기라면 주식회사,진라면 매운맛,950,,40,환경성적,0.05,2024-06-01,2026-08-27
8809003410180,오죤,노브랜드 초극세모 칫솔(5개입),2480,,120,환경성적,0.05,2024-06-01,2025-11-27
8809003410913,오죤,노브랜드 토탈케어 칫솔(4개입),2980,,140,환경성적,0.05,2024-06-01,2025-11-27
8809003410333,오죤,노브랜드 롱헤드 칫솔 1set[4개입],4770,,230,환경성적,0.05,2024-06-01,2025-11-27
2515420000007,올가홀푸드,맛타리100g(무농약),990,114-81-80641,40,친환경인증농산물,0.05,2024-06-01,2024-06-30
2513700000006,올가홀푸드,새송이100g(무농약),1250,114-81-80641,60,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584343822,올가홀푸드,"파슬리(무농약,10g)",1300,114-81-80641,60,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809121770043,올가홀푸드,"맛타리버섯(무농약,200g)",1350,114-81-80641,60,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809320649775,올가홀푸드,유기농 석류100,1400,114-81-80641,70,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584343846,올가홀푸드,"케일토스카노(무농약,50g)",1500,114-81-80641,70,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276022127,올가홀푸드,"조림용감자(친환경,500g)",1500,114-81-80641,70,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809238112712,올가홀푸드,유기농 까까 별과자 13g,1500,114-81-80641,70,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809238112705,올가홀푸드,유기농 까까 곡물과자 13g,1500,114-81-80641,70,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666722729,올가홀푸드,"[친환경]팽이버섯(친환경,150g*3)",1580,114-81-80641,70,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809522060033,올가홀푸드,"갈색만가닥버섯(무농약,150g)",1600,114-81-80641,80,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000056337,올가홀푸드,유기농당근1kg(특판용),1650,114-81-80641,80,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276029041,올가홀푸드,"세발나물(친환경,100g)",1700,114-81-80641,80,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809020304981,올가홀푸드,유기농 양파 2입,1700,114-81-80641,80,친환경인증농산물,0.05,2024-06-01,2024-06-30
8807076200028,올가홀푸드,"팽이버섯(무농약,360g)",1700,114-81-80641,80,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809121770227,올가홀푸드,"팽이버섯(무농약,2봉)",1750,114-81-80641,80,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809162420389,올가홀푸드,몸에단비 유기농 보리차 500ml,1800,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809320649263,올가홀푸드,맑은농장 유기농 진한보리차500ml,1800,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276023193,올가홀푸드,"초당옥수수(유기농,1입)",1800,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809125060102,올가홀푸드,유기농토마토주스245ml,1800,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584341781,올가홀푸드,무농약 새오리알태 콩나물 300g,1950,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487829522,올가홀푸드,무농약 컬러 샐러드 40g,1950,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487829508,올가홀푸드,무농약 그린 샐러드 40g,1950,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809419992386,올가홀푸드,무농약 양배추 슬라이스 100g,1950,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123430556,올가홀푸드,무농약 양배추 믹스 100g,1950,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000150240,올가홀푸드,[알뜰][ORGA] 무농약 새오리알태 콩나물 300g,1950,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584343839,올가홀푸드,"버터헤드(무농약,100g)",1980,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584343808,올가홀푸드,"스위트바질(무농약,10g)",1980,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584343785,올가홀푸드,"노루궁뎅이버섯(무농약,1입)",1980,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809377040945,올가홀푸드,밥의미학 유기농 흑미밥 210g,1980,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809377040938,올가홀푸드,밥의미학 유기농 현미밥 210g,1980,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809377040921,올가홀푸드,밥의미학 유기농 백미밥 210g,1980,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276028464,올가홀푸드,"보리순(무농약,100g)",1980,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809238113825,올가홀푸드,유기농 해와달과 별 30g,1980,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809238113818,올가홀푸드,유기농 검정깨스낵 30g,1980,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000188465,올가홀푸드,"초당옥수수(유기농,국산,1개)",1980,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000056290,올가홀푸드,유기농양파1kg(특판용),1980,114-81-80641,90,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809162420372,올가홀푸드,몸에단비 유기농 우엉차 500ml,2000,114-81-80641,100,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487824633,올가홀푸드,올가 유기농 우엉차 500ml,2000,114-81-80641,100,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809320649270,올가홀푸드,맑은농장 유기농 진한우엉차500ml,2000,114-81-80641,100,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809162426749,올가홀푸드,몸에단비 무농약 작두콩차 500ml,2000,114-81-80641,100,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000155184,올가홀푸드,[알뜰]유기농 순純 우엉차 500ml,2000,114-81-80641,100,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000009906,올가홀푸드,유기농설탕1kg(가공용),2035,114-81-80641,100,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487828365,올가홀푸드,"느타리버섯(유기농,200g)",2150,114-81-80641,100,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584344614,올가홀푸드,"공심채(친환경,150g)",2200,114-81-80641,110,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276021892,올가홀푸드,"비타민(무농약,150g)",2200,114-81-80641,110,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809135304883,올가홀푸드,올가 유기농 포도를 그대로 착즙한 포도 한잔 140ml,2300,114-81-80641,110,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809135304876,올가홀푸드,올가 유기농 오렌지를 그대로 착즙한 오렌지 한잔 140ml,2300,114-81-80641,110,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809121770159,올가홀푸드,"새송이버섯(무농약,150g)",2300,114-81-80641,110,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809135306597,올가홀푸드,자연원 유기농 ABC주스100ml,2400,114-81-80641,120,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123431119,올가홀푸드,"표고버섯(무농약,100g)",2450,114-81-80641,120,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000188366,올가홀푸드,"초당옥수수(무농약,국산,1개)",2450,114-81-80641,120,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000153586,올가홀푸드,"[일일신선]표고버섯(무농약,100g)",2450,114-81-80641,120,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276020543,올가홀푸드,"감자(친환경,500g)",2480,114-81-80641,120,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809167851805,올가홀푸드,"생취나물(무농약,150g)",2500,114-81-80641,120,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123430518,올가홀푸드,"[김장]무(무농약,1개/1.2kg내외)",2500,114-81-80641,120,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584344492,올가홀푸드,"당조고추(친환경,150g)",2550,114-81-80641,120,친환경인증농산물,0.05,2024-06-01,2024-06-30
8801114147894,올가홀푸드,"풀)국산숙주(무농약,240g)",2600,114-81-80641,130,친환경인증농산물,0.05,2024-06-01,2024-06-30
8801114147085,올가홀푸드,풀무원 고소한 유기농 두부찌개용 290g,2600,114-81-80641,130,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123433359,올가홀푸드,깐대파300g(무농약),2700,114-81-80641,130,친환경인증농산물,0.05,2024-06-01,2024-06-30
8801114147092,올가홀푸드,풀무원 고소한 유기농 두부 부침용 290g,2700,114-81-80641,130,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487829539,올가홀푸드,무농약 컬러 샐러드 70g,2900,114-81-80641,140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487829515,올가홀푸드,무농약 그린 샐러드 70g,2900,114-81-80641,140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355411026,올가홀푸드,올가 유기농  쌀튀밥 65g,2900,114-81-80641,140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276022813,올가홀푸드,"[친환경]무(친환경,2개/1.4kg이상)",2900,114-81-80641,140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809027396811,올가홀푸드,지구대장 순수유기농현미과자 30g,2900,114-81-80641,140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584343815,올가홀푸드,"루꼴라(무농약,50g)",2980,114-81-80641,140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584341170,올가홀푸드,"[친환경2팩]느타리버섯(유기농,200g)",2980,114-81-80641,140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276023209,올가홀푸드,"강낭콩(친환경,250g)",2980,114-81-80641,140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276022745,올가홀푸드,"[친환경2봉]시금치(친환경,200g)",2980,114-81-80641,140,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000156884,올가홀푸드,[알뜰][ORGA]순수한 유기농 브로콜리스낵 35g,3000,114-81-80641,150,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276022028,올가홀푸드,올가 달콤한 유기농두유 170ml,3100,114-81-80641,150,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123437586,올가홀푸드,올가 유기농 두유 170ml,3100,114-81-80641,150,친환경인증농산물,0.05,2024-06-01,2024-06-30
8801121029442,올가홀푸드,상하목장 유기농주스 딸기믹스 125ml*3,3100,114-81-80641,150,친환경인증농산물,0.05,2024-06-01,2024-06-30
8801121029428,올가홀푸드,상하목장 유기농주스 오렌지믹스 125ml*3,3100,114-81-80641,150,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809419995288,올가홀푸드,올가 순수한 유기농 브로콜리스낵 35g,3300,114-81-80641,160,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809419995271,올가홀푸드,올가 순수한 유기농 단호박스낵 35g,3300,114-81-80641,160,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276024213,올가홀푸드,"[자연재배]오이맛고추(유기농,200g)",3350,114-81-80641,160,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123435254,올가홀푸드,올가 유기농 오렌지주스1000㎖,3456,114-81-80641,170,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666727380,올가홀푸드,"샐러드믹스(무농약,90g)",3500,114-81-80641,170,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123432895,올가홀푸드,"양배추(무농약,500g)",3500,114-81-80641,170,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809020802524,올가홀푸드,올가 유기농 현미스낵 70g,3500,114-81-80641,170,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000150257,올가홀푸드,[알뜰]유기농 바나나칩 30g,3500,114-81-80641,170,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000145901,올가홀푸드,[알뜰][ORGA] 유기농 현미스낵70g,3500,114-81-80641,170,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000140906,올가홀푸드,올가 유기농 쌀스낵 70g,3500,114-81-80641,170,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355411293,올가홀푸드,"사보이 양배추(친환경,300g)",3600,114-81-80641,180,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276022172,올가홀푸드,"깐마늘(친환경,150g)",3700,114-81-80641,180,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809419997008,올가홀푸드,올가 유기농 백미식혜 500ml,3800,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8801114147108,올가홀푸드,풀무원 고소한 유기농 두부 친환경 부침 290g 찌개 290g,3800,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487828105,올가홀푸드,"아로니아(유기농,250g)",3900,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276026897,올가홀푸드,"조림용감자(친환경,1.5kg)",3900,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809167852703,올가홀푸드,"냉동다진청양고추(유기농,100g)",3900,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809167852680,올가홀푸드,"냉동다진마늘(유기농,100g)",3900,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123439948,올가홀푸드,"압맥(유기농,500g)",3900,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123430136,올가홀푸드,"올가 보리(유기농,500g)",3900,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000141521,올가홀푸드,"바나나 (유기농,500g(3~4입))",3900,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666728950,올가홀푸드,"[친환경]의성양파(유기농,1kg)",3980,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666727373,올가홀푸드,"오크그린(무농약,100g)",3980,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666727366,올가홀푸드,"크리스피레드(무농약,100g)",3980,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666727359,올가홀푸드,"바타비아(무농약,100g)",3980,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666727342,올가홀푸드,"버터그린(무농약,100g)",3980,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584344713,올가홀푸드,"[친환경]맛타리버섯(무농약,800g)",3980,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487825234,올가홀푸드,"생목이버섯(무농약,200g)",3980,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809469310000,올가홀푸드,유기농 양파 1kg,3980,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809060040191,올가홀푸드,"[연꽃마을]우엉채(무농약,200g)",3980,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000156587,올가홀푸드,[알뜰][Fresh Center][풀무원]유기농 츄러스코코아 45.5g,3980,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000156570,올가홀푸드,[알뜰][Fresh Center][풀무원]유기농 딸기라이스링 45g,3980,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000145918,올가홀푸드,[알뜰][ORGA] 유기 현미스낵 85g,3980,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000140920,올가홀푸드,유기농 쌀스낵 85g,3980,114-81-80641,190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355413242,올가홀푸드,"친환경]노지친환경 감귤(유기농,10개)",4000,114-81-80641,200,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000156433,올가홀푸드,[알뜰][ORGA] 유기농 밀키롤 35g,4000,114-81-80641,200,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276024008,올가홀푸드,"현미(무농약,1kg)",4200,114-81-80641,210,친환경인증농산물,0.05,2024-06-01,2024-06-30
8801767100345,올가홀푸드,유기농 녹차티백 1.2g*25,4300,114-81-80641,210,친환경인증농산물,0.05,2024-06-01,2024-06-30
8801121033203,올가홀푸드,상하 유기농주스 친환경 사과오렌지케일 125ml*4입,4400,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
8801121033234,올가홀푸드,상하 유기농주스 친환경 사과딸기케일 125ml*4입,4400,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809236007850,올가홀푸드,유기농 애플콘(50g),4400,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809236007843,올가홀푸드,유기농 바나나콘(50g),4400,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809236007836,올가홀푸드,유기농 아몬드콘(50g),4400,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809236007829,올가홀푸드,유기농 어니언콘(50g),4400,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123430037,올가홀푸드,"삼계탕부재료(친환경,70g)",4450,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809777682646,올가홀푸드,"공정무역 바나나(유기농,500g)",4500,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276028846,올가홀푸드,"올가 쌀가루(유기농,300g)",4500,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276020352,올가홀푸드,"보짱(친환경,250g)",4500,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123435551,올가홀푸드,유기농 황설탕 500g,4500,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123430563,올가홀푸드,"보라양배추(무농약,400g)",4500,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000160836,올가홀푸드,[알뜰]망고 퐁당 유기농 요거트스낵 16g,4500,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000070289,올가홀푸드,"[친환경]현미찹쌀(유기농,400g)",4500,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000007308,올가홀푸드,"특판-딸기(무농약,5kg)",4500,114-81-80641,220,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000047403,올가홀푸드,"흑미(유기농,1kg)",4600,114-81-80641,230,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276028860,올가홀푸드,"올가 찹쌀가루(유기농,300g)",4700,114-81-80641,230,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276022134,올가홀푸드,"[친환경]반반이햇수미감자(친환경,2kg)",4800,114-81-80641,240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584343457,올가홀푸드,"송향버섯(무농약,200g)",4890,114-81-80641,240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725003,올가홀푸드,서귀포 노지친환경 감귤 1.2kg,4900,114-81-80641,240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584346618,올가홀푸드,"[소포장]국산 골드키위(무농약,3입)",4900,114-81-80641,240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809419994496,올가홀푸드,"유기농 찹쌀가루(유기농,350g)",4900,114-81-80641,240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276026644,올가홀푸드,"복수박(유기농,1통/상)",4900,114-81-80641,240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276026422,올가홀푸드,"백미(무농약,1kg)",4900,114-81-80641,240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809167870196,올가홀푸드,깐밤 150g(무농약),4900,114-81-80641,240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809147496026,올가홀푸드,"[친환경]백미(무농약,1kg)",4900,114-81-80641,240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809437310001,올가홀푸드,"건조참목이버섯(무농약,30g)",4980,114-81-80641,240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276020260,올가홀푸드,"양파(친환경,2kg)",4980,114-81-80641,240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809266847150,올가홀푸드,"친환경삼계탕부재료(무농약,80g)",4980,114-81-80641,240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123430983,올가홀푸드,"햇양배추(유기농,1kg)",4980,114-81-80641,240,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000099273,올가홀푸드,"[친환경]목이버섯(무농약,200g) * 2팩",4980,114-81-80641,240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809507771329,올가홀푸드,평창다원 유기농 녹차 15g,5000,114-81-80641,250,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809507771275,올가홀푸드,평창다원 유기농 작두콩차 15g,5000,114-81-80641,250,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809507770681,올가홀푸드,다비앙 유기농 마테 11g,5000,114-81-80641,250,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809507770148,올가홀푸드,다비앙 유기농 페퍼민트 11g,5000,114-81-80641,250,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809507770131,올가홀푸드,다비앙 유기농 레몬밤 11g,5000,114-81-80641,250,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809507770094,올가홀푸드,다비앙 유기농 라벤더 11g,5000,114-81-80641,250,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809507770087,올가홀푸드,다비앙 유기농 캐모마일 11g,5000,114-81-80641,250,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809507770070,올가홀푸드,다비앙 유기농 루이보스 11g,5000,114-81-80641,250,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809507770063,올가홀푸드,다비앙 유기농 히비스커스 11g,5000,114-81-80641,250,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355412559,올가홀푸드,"올가 볶음땅콩(유기농,140g)",5200,114-81-80641,260,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809419996261,올가홀푸드,하이아미쌀로 만든 유기농 쌀가루(고운입자),5300,114-81-80641,260,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809419994489,올가홀푸드,"유기농 쌀가루(유기농,350g)",5300,114-81-80641,260,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809020305681,올가홀푸드,토란350g(무농약),5300,114-81-80641,260,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809777688228,올가홀푸드,"알뜰 노지 감귤(무농약,3kg)",5349,114-81-80641,260,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666727397,올가홀푸드,"유럽채소쌈모듬(무농약,200g)",5500,114-81-80641,270,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276028877,올가홀푸드,"유기농 현미가루(유기농,350g)",5500,114-81-80641,270,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276028853,올가홀푸드,"유기농 볶은현미가루(유기농,250g)",5500,114-81-80641,270,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123430570,올가홀푸드,"한입꿀고구마(유기농,1.2kg)",5500,114-81-80641,270,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809060040009,올가홀푸드,"[연꽃마을]통우엉(무농약,300g)",5500,114-81-80641,270,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000151902,올가홀푸드,[알뜰][ORGA]유기 발아 옥수수차 150g(10g*15ea),5500,114-81-80641,270,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000140791,올가홀푸드,유기농 마요네즈330g,5500,114-81-80641,270,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355410647,올가홀푸드,올가 유기농 맑은 보리차  150g(10g*15ea),5700,114-81-80641,280,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123437999,올가홀푸드,올가 유기농 발아 보리차(10g*18ea),5700,114-81-80641,280,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809020305582,올가홀푸드,단호박[만차랑]1kg이상(무농약이상),5700,114-81-80641,280,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355411460,올가홀푸드,"[친환경]백미찹쌀(유기농,500g)*2봉",5800,114-81-80641,290,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809535950024,올가홀푸드,"괴산유기대학찰옥수수(유기농,3입)",5800,114-81-80641,290,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276026040,올가홀푸드,"마이스터 친환경 제주 블루베리(유기농,100g)",5800,114-81-80641,290,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809777684329,올가홀푸드,"울금가루(유기농,80g)",5900,114-81-80641,290,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725362,올가홀푸드,"국산 그린키위(유기농,4-5입)",5900,114-81-80641,290,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487825135,올가홀푸드,유기농쌀로 만든 유기농 찹쌀가루(고운입자),5900,114-81-80641,290,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487820444,올가홀푸드,"울금(유기농,300g)",5900,114-81-80641,290,친환경인증농산물,0.05,2024-06-01,2024-06-30
